Age,Weight,Sleep_Hours,Sleep_Timing,Working_Hours,Study_Hours,Exercise_Hours,Water_Intake,Healthy_Diet,Fast_Food_Weekly,Health_Issues,Exam_Preparation,Family_Issues,Location_Type,Social_Media_Usage,Instagram_Hours,Facebook_Hours,Stress_Level
32,88.2,4.7,Normal,5.9,3.7,0.7,6.0,6,2,1,0,0,Urban,1,2.4,2.3,Moderate
44,98.6,9.0,Normal,5.1,4.6,1.5,5.8,8,1,0,1,0,Urban,0,0.0,0.0,Minimal
24,66.0,7.3,Normal,6.9,1.4,0.8,7.4,4,5,0,0,0,Urban,1,2.4,1.6,Mild
32,50.9,9.3,Late,7.2,4.4,0.4,8.5,3,3,0,1,0,Urban,1,0.5,0.0,Moderate
52,75.8,6.8,Normal,5.8,5.8,1.0,3.6,6,3,0,0,0,Urban,1,1.4,0.6,Minimal
33,68.0,4.8,Early,7.5,2.9,1.0,5.5,7,0,0,0,0,Urban,1,1.7,0.3,Minimal
50,67.3,8.5,Normal,8.7,2.6,1.7,3.0,5,5,1,0,0,Rural,1,0.9,2.3,Mild
27,45.8,7.4,Early,9.8,3.1,2.0,6.5,5,3,0,1,0,Urban,1,0.4,0.0,Mild
17,71.5,6.6,Late,4.0,0.9,2.3,5.7,5,2,0,0,0,Rural,1,1.9,2.8,Minimal
24,76.3,8.8,Early,8.1,4.1,1.2,3.0,4,0,0,0,0,Urban,1,2.5,0.4,Minimal
52,84.9,5.0,Normal,3.9,2.2,1.0,6.5,9,1,0,0,0,Rural,1,2.4,0.4,Minimal
15,62.4,8.5,Normal,10.9,3.9,2.0,2.8,3,2,1,1,0,Rural,1,3.5,0.0,High
41,57.6,8.1,Late,10.4,5.1,0.6,4.3,4,3,0,0,0,Rural,0,0.0,0.0,Mild
22,62.3,7.3,Early,7.8,2.9,2.2,7.0,6,5,0,1,0,Rural,1,2.9,0.1,Minimal
56,84.0,4.8,Normal,6.3,4.4,0.8,5.6,4,0,0,0,0,Rural,0,0.0,0.0,Minimal
31,90.8,8.4,Late,7.8,0.6,0.0,6.1,6,3,0,0,0,Rural,1,1.7,1.8,Minimal
23,86.8,8.1,Normal,5.5,2.6,0.4,8.6,8,2,0,0,0,Urban,1,0.0,1.4,Minimal
20,79.7,7.4,Normal,11.4,4.0,0.0,8.5,3,3,1,0,0,Rural,0,0.0,0.0,High
57,69.5,6.9,Late,5.9,0.6,0.0,8.0,5,2,1,0,0,Urban,1,0.0,2.4,Moderate
39,71.9,5.3,Normal,9.4,5.9,1.5,4.1,1,5,0,0,0,Rural,1,3.5,0.1,Moderate
53,74.0,5.3,Early,6.7,4.6,1.5,5.2,7,4,0,0,0,Urban,1,0.8,0.3,Minimal
42,66.2,5.8,Early,9.0,1.8,1.3,3.6,4,3,0,1,0,Urban,0,0.0,0.0,Mild
47,83.3,4.6,Normal,7.4,3.0,1.3,6.3,7,4,1,1,1,Rural,1,0.0,0.3,High
51,45.2,4.7,Normal,9.5,3.0,0.9,6.5,6,1,1,0,0,Rural,1,0.2,1.7,Moderate
23,48.0,6.3,Normal,10.2,2.2,1.7,5.3,5,4,0,0,0,Rural,1,1.2,0.0,Minimal
32,45.2,5.0,Normal,7.3,0.0,2.8,8.1,1,2,0,0,0,Rural,1,1.6,0.0,Minimal
35,58.0,6.7,Normal,8.5,1.8,1.8,6.6,3,5,0,1,1,Urban,1,1.6,2.4,High
16,90.2,7.1,Early,11.9,4.4,0.8,6.3,3,0,0,0,0,Rural,1,0.0,0.5,Minimal
57,52.2,4.8,Late,8.0,3.2,1.6,6.3,2,3,0,0,1,Rural,0,0.0,0.0,Moderate
52,52.7,8.2,Late,9.1,4.8,1.8,9.4,9,0,0,1,0,Urban,1,2.0,0.0,Minimal
54,57.6,8.5,Normal,9.6,1.0,0.0,7.1,6,1,0,0,0,Urban,0,0.0,0.0,Minimal
50,86.6,3.7,Normal,5.8,4.7,0.2,4.9,5,4,0,0,1,Rural,1,3.0,2.0,High
57,91.5,9.0,Late,5.1,4.3,0.9,3.6,6,3,0,0,0,Urban,1,2.2,0.0,Minimal
51,85.2,7.8,Normal,8.1,1.7,0.6,6.5,6,0,0,0,0,Urban,0,0.0,0.0,Minimal
29,86.2,7.1,Normal,7.2,3.3,1.2,4.9,5,3,1,0,0,Rural,0,0.0,0.0,Mild
42,94.8,9.2,Normal,6.0,1.7,1.4,3.4,6,1,1,0,0,Urban,1,3.4,1.0,Minimal
32,43.1,7.2,Late,4.0,4.1,2.5,3.7,3,2,0,0,1,Urban,1,0.1,0.0,Mild
48,51.6,5.8,Normal,7.3,6.3,1.5,2.5,5,0,0,0,0,Urban,1,6.2,1.6,Mild
36,59.5,4.8,Normal,7.7,3.4,3.0,8.5,6,1,0,0,1,Urban,1,4.5,0.0,Mild
25,71.6,6.8,Early,9.1,1.3,0.6,5.1,7,0,0,0,0,Rural,1,1.3,1.1,Minimal
27,71.5,6.8,Normal,7.8,2.4,0.0,4.5,2,0,0,0,0,Rural,1,0.0,0.0,Minimal
18,71.7,4.4,Early,4.9,7.8,1.2,4.5,2,2,0,0,0,Urban,1,0.0,0.6,Mild
36,82.5,6.5,Early,7.3,0.4,0.7,2.3,7,3,0,1,0,Urban,1,2.9,0.8,Mild
21,41.2,9.3,Normal,5.9,1.6,1.2,7.2,6,6,0,0,0,Urban,1,2.9,0.0,Minimal
57,67.9,7.8,Normal,9.3,3.3,1.7,9.2,2,4,0,0,0,Urban,0,0.0,0.0,Minimal
38,74.0,5.0,Late,11.0,5.9,0.0,6.6,6,1,0,0,1,Rural,1,1.5,2.1,High
18,65.1,7.5,Normal,8.0,0.2,1.2,11.0,5,0,0,0,0,Urban,0,0.0,0.0,Minimal
42,72.8,8.1,Early,7.4,1.2,2.2,7.3,4,2,0,0,1,Urban,1,2.3,0.9,Minimal
29,85.3,8.5,Late,8.5,0.0,0.0,5.1,3,1,0,1,0,Urban,0,0.0,0.0,Moderate
15,70.9,7.9,Normal,10.6,2.2,0.0,7.5,3,2,1,0,0,Urban,1,1.9,2.7,High
17,102.1,8.7,Late,3.1,0.8,1.2,6.1,1,3,0,1,0,Urban,1,2.8,1.3,Mild
28,84.3,8.1,Normal,6.3,5.1,0.0,4.5,1,0,0,0,0,Rural,1,2.6,1.3,Mild
52,74.0,6.6,Normal,6.4,0.0,1.2,5.2,5,2,0,0,0,Urban,1,3.1,0.9,Minimal
15,77.6,7.5,Normal,8.1,5.8,0.8,6.1,7,2,0,1,0,Rural,1,3.4,2.2,Mild
52,81.1,6.7,Normal,8.8,5.7,2.2,5.9,4,0,1,0,1,Rural,1,1.2,1.9,Moderate
52,95.3,7.6,Normal,8.7,2.1,1.8,5.3,4,0,0,0,0,Urban,0,0.0,0.0,Minimal
35,87.6,8.1,Normal,8.6,0.0,1.5,9.6,2,2,1,0,0,Urban,1,1.5,0.0,Mild
43,77.7,6.9,Early,8.1,4.0,1.5,6.3,6,4,0,0,0,Urban,1,0.9,2.5,Minimal
19,59.1,7.5,Late,7.1,5.4,0.0,6.9,1,4,0,0,0,Urban,1,2.1,1.1,High
24,76.2,6.3,Late,8.1,0.4,1.1,2.7,6,3,0,1,0,Rural,1,2.8,0.0,Mild
42,78.7,6.5,Late,3.3,1.6,1.5,3.6,6,3,0,1,0,Urban,1,3.4,0.4,Mild
35,81.7,6.9,Early,6.3,3.4,0.6,7.4,4,0,0,0,0,Urban,0,0.0,0.0,Minimal
21,59.0,6.2,Early,8.3,1.9,0.0,6.9,6,1,0,0,0,Urban,1,2.6,0.0,Minimal
17,81.1,9.0,Normal,5.2,6.9,0.8,3.3,4,4,0,1,0,Urban,1,1.3,1.3,Moderate
59,82.0,7.9,Late,5.5,2.9,1.5,7.2,6,7,0,1,0,Rural,1,4.2,1.0,Mild
34,51.9,8.1,Early,7.7,3.9,1.3,8.2,10,1,0,0,0,Urban,1,1.4,0.0,Minimal
33,52.0,7.8,Normal,10.5,4.8,1.6,6.0,7,5,0,0,0,Urban,1,3.3,0.8,Mild
49,86.8,7.3,Early,8.0,0.0,1.2,3.0,4,5,0,0,1,Rural,1,2.7,1.1,Mild
18,57.2,5.2,Normal,5.0,3.6,0.5,3.9,4,2,0,0,0,Urban,1,2.8,1.1,Mild
19,93.1,8.7,Normal,8.1,1.9,0.0,8.9,5,0,0,0,0,Rural,1,0.5,2.9,Minimal
15,65.8,10.1,Early,9.6,1.6,2.7,2.7,4,4,0,0,0,Urban,1,3.1,3.3,Minimal
18,75.8,8.0,Normal,8.8,2.1,0.1,7.8,7,4,1,0,0,Urban,1,0.9,1.7,Moderate
26,75.0,5.8,Normal,6.9,2.8,0.4,2.4,3,3,0,1,1,Urban,1,3.7,0.4,Critical
41,59.3,7.9,Normal,7.6,1.7,1.5,6.1,8,6,1,0,1,Rural,1,0.0,0.2,Moderate
56,90.9,5.8,Late,8.5,3.0,1.5,4.5,6,0,0,0,1,Urban,1,0.1,2.0,Moderate
37,65.8,6.3,Early,9.1,0.8,3.4,6.9,5,2,0,0,1,Urban,1,3.1,0.1,Minimal
39,70.9,3.4,Normal,7.6,5.0,1.6,8.7,3,3,0,1,1,Urban,1,1.3,1.4,High
35,40.3,9.1,Late,6.0,2.5,1.8,4.1,5,5,0,0,0,Rural,1,0.7,1.3,Minimal
38,50.0,7.5,Late,7.8,4.8,0.0,6.4,3,5,0,0,0,Rural,1,0.7,0.4,Moderate
39,86.9,7.9,Normal,7.3,5.7,1.0,9.8,7,0,0,1,0,Rural,1,1.3,2.2,Minimal
59,69.9,8.2,Late,8.6,6.5,1.8,5.9,3,1,0,0,0,Urban,1,2.3,1.7,Mild
46,61.2,7.7,Normal,10.9,2.9,0.0,4.2,5,0,0,0,0,Urban,1,3.8,1.0,Mild
46,61.5,8.5,Late,10.4,0.0,0.0,5.4,1,0,0,0,0,Urban,1,2.8,0.0,Mild
19,78.2,9.0,Normal,7.7,3.8,1.1,4.3,6,2,0,0,0,Rural,1,0.7,0.8,Minimal
50,88.9,6.9,Normal,8.3,3.1,0.0,6.8,2,0,0,0,1,Urban,1,2.1,1.2,Moderate
56,61.6,4.5,Normal,5.4,2.7,1.0,5.5,2,0,0,1,0,Urban,1,2.0,0.5,Mild
56,86.4,5.7,Normal,9.2,3.8,0.7,9.0,6,0,0,0,0,Urban,1,2.7,1.4,Mild
53,67.6,7.9,Normal,8.4,4.4,0.5,5.6,6,0,0,1,0,Urban,1,3.8,1.0,Mild
30,77.5,5.5,Early,9.0,3.2,2.4,2.4,3,1,0,0,0,Urban,1,2.1,2.4,Minimal
47,43.4,6.9,Normal,6.3,2.5,1.1,4.9,3,3,0,0,0,Rural,1,1.0,0.0,Minimal
35,45.9,10.8,Late,8.2,4.7,1.2,7.9,4,6,0,0,0,Urban,1,0.1,3.0,Mild
23,82.3,8.6,Early,6.8,5.4,1.4,5.7,2,3,0,0,0,Rural,1,2.5,0.8,Minimal
20,74.1,4.0,Late,10.0,6.3,1.7,5.5,1,1,1,1,0,Urban,1,1.6,1.8,Critical
59,76.1,10.5,Late,8.9,4.5,0.6,4.4,7,1,1,0,0,Rural,1,3.6,1.4,Mild
49,53.8,9.1,Early,10.4,1.6,0.0,5.8,4,2,0,1,0,Urban,1,0.9,0.0,Mild
53,63.7,8.0,Normal,5.9,8.2,0.0,2.7,3,1,0,0,0,Rural,1,1.2,1.4,Mild
36,44.9,7.2,Early,7.7,1.4,1.1,9.2,6,2,0,0,0,Rural,1,0.5,0.0,Minimal
55,57.3,4.9,Normal,7.6,3.1,2.1,7.4,8,2,0,0,0,Rural,1,2.7,1.0,Minimal
19,69.7,6.4,Normal,8.7,6.7,0.0,6.5,5,2,0,0,0,Urban,1,1.9,0.0,Moderate
56,74.9,4.0,Normal,8.5,3.5,0.7,3.9,1,2,0,0,0,Rural,1,2.4,2.0,Moderate
37,59.3,8.4,Normal,8.2,8.9,2.7,7.4,4,2,0,0,0,Urban,1,5.4,0.7,Minimal
31,78.3,7.3,Late,5.1,2.4,0.5,8.1,3,1,1,0,0,Rural,1,4.6,0.4,Moderate
26,69.4,5.9,Normal,5.9,1.9,2.0,11.0,5,4,0,0,0,Urban,1,2.1,0.0,Minimal
37,66.6,8.5,Normal,7.4,3.8,1.7,5.0,4,0,0,0,0,Rural,1,2.1,0.7,Minimal
30,71.3,7.5,Normal,8.7,1.6,0.3,6.0,4,3,0,1,1,Urban,1,1.5,2.6,High
17,101.5,9.5,Late,11.0,5.7,2.3,7.9,1,1,0,0,0,Rural,1,0.0,0.2,Minimal
44,67.6,6.3,Normal,8.4,1.7,0.7,5.4,6,2,0,0,0,Rural,1,0.6,1.6,Minimal
36,84.3,9.1,Late,10.2,4.3,2.0,0.5,3,0,0,0,0,Urban,1,2.1,2.4,Mild
23,78.2,7.3,Normal,7.3,4.2,1.4,6.3,2,0,0,1,0,Urban,1,0.0,0.8,Mild
43,66.3,5.8,Normal,5.1,4.2,2.0,5.4,6,4,0,0,1,Rural,1,0.0,0.2,Minimal
51,46.7,7.9,Late,8.9,5.1,0.8,4.3,5,4,0,0,0,Urban,0,0.0,0.0,Mild
37,60.6,7.1,Normal,8.0,1.7,0.0,5.3,4,4,0,0,0,Urban,1,3.2,2.5,Moderate
27,71.1,7.7,Normal,7.2,3.4,0.8,7.1,4,2,1,1,0,Urban,1,0.7,0.0,Moderate
46,68.4,5.5,Early,4.8,2.5,0.5,7.1,7,0,0,1,0,Rural,1,0.5,1.1,Minimal
37,89.4,3.5,Normal,3.9,5.8,1.6,4.1,3,1,0,0,1,Urban,1,0.0,0.0,Moderate
59,59.0,6.3,Normal,10.3,3.9,0.5,6.1,8,2,0,0,1,Urban,1,1.2,1.0,Moderate
31,67.8,7.9,Normal,6.7,6.9,0.9,5.6,4,0,0,0,0,Urban,1,0.0,0.6,Minimal
54,78.0,7.8,Normal,9.6,6.2,1.0,6.2,5,1,0,1,0,Urban,1,6.1,1.0,Moderate
35,65.8,6.3,Normal,11.3,0.7,2.7,5.7,7,1,0,1,0,Urban,1,2.4,0.7,Minimal
16,84.6,7.4,Normal,7.3,2.9,1.3,2.8,4,3,0,0,0,Rural,0,0.0,0.0,Minimal
51,53.7,6.4,Normal,10.2,3.5,0.5,7.7,8,0,0,0,1,Urban,1,0.0,1.8,Mild
20,47.2,6.8,Normal,9.0,2.8,1.1,6.4,6,0,0,1,0,Urban,1,3.6,0.9,Mild
58,65.7,8.9,Normal,10.2,1.9,0.5,8.8,5,2,0,0,0,Urban,1,1.9,1.1,Minimal
32,68.9,5.0,Normal,8.1,2.7,0.0,5.6,4,2,1,0,1,Urban,1,4.3,1.0,Critical
44,73.3,9.8,Late,8.8,4.3,0.8,6.0,2,4,0,0,0,Urban,1,0.4,0.2,Mild
36,72.1,7.3,Normal,9.4,4.8,0.0,5.5,3,1,0,1,0,Urban,1,1.0,0.8,Moderate
47,63.9,10.0,Normal,4.9,1.0,1.1,6.6,5,0,0,0,0,Rural,1,2.0,0.0,Minimal
44,47.4,9.8,Early,7.4,0.1,0.8,7.9,5,0,0,0,0,Urban,1,1.5,0.0,Minimal
31,68.2,3.6,Normal,5.0,0.7,1.6,7.4,3,4,0,0,0,Urban,1,0.4,0.0,Minimal
57,54.4,7.3,Normal,7.7,2.9,1.1,6.9,6,0,1,1,0,Rural,1,1.4,0.1,Mild
46,71.1,5.5,Early,7.2,3.5,0.0,5.5,2,1,1,1,1,Urban,1,2.8,0.0,Critical
56,53.4,6.8,Late,10.9,3.5,0.1,7.8,9,0,0,0,0,Rural,1,0.4,1.8,Minimal
28,75.7,7.7,Normal,11.9,2.3,1.6,4.7,8,1,0,0,0,Urban,1,2.9,0.6,Minimal
24,95.0,9.2,Late,8.8,2.6,0.0,3.2,2,1,0,0,0,Urban,1,0.9,2.5,Moderate
50,59.1,5.4,Normal,11.2,0.1,0.0,6.0,6,1,0,0,1,Rural,1,5.7,0.0,Moderate
48,51.0,10.8,Late,8.3,2.5,0.0,2.1,7,2,0,0,0,Rural,1,3.4,2.4,Minimal
23,87.2,6.1,Early,6.6,4.4,2.6,4.2,6,0,0,0,0,Urban,0,0.0,0.0,Minimal
56,96.5,5.0,Normal,9.5,2.6,1.0,5.5,4,3,1,1,0,Rural,1,1.3,1.3,High
42,51.3,8.6,Normal,7.4,0.0,0.8,5.3,7,3,1,0,0,Urban,1,2.2,2.5,Mild
25,68.6,7.2,Normal,7.7,6.6,0.0,7.0,6,0,0,0,0,Urban,1,0.0,1.3,Mild
28,77.3,10.3,Late,9.1,1.2,0.0,5.7,5,0,0,0,0,Urban,1,4.7,0.0,Mild
53,66.1,5.5,Normal,7.1,3.4,1.8,6.4,6,0,0,0,0,Urban,1,2.7,1.4,Minimal
33,43.7,7.3,Early,12.1,3.8,0.0,4.6,4,0,0,1,0,Urban,1,1.2,0.0,Moderate
29,49.4,8.9,Normal,3.6,6.1,0.4,7.1,2,4,0,0,0,Rural,1,0.0,1.9,Minimal
42,51.0,5.7,Late,5.7,2.8,2.1,7.3,3,0,1,1,1,Rural,1,0.3,0.0,High
38,54.4,8.9,Normal,8.4,3.8,0.9,6.1,3,0,0,0,0,Rural,1,0.6,0.6,Minimal
22,71.3,7.6,Early,8.6,2.1,0.5,5.3,5,0,0,0,0,Rural,1,0.9,1.4,Minimal
57,86.5,5.5,Late,7.8,2.1,0.0,6.2,6,1,1,1,0,Rural,1,2.2,0.0,High
23,49.6,8.9,Late,7.9,2.7,2.2,4.5,7,1,1,1,0,Urban,1,4.1,1.7,Moderate
47,58.2,6.7,Normal,5.4,5.3,0.0,6.6,7,1,0,1,0,Urban,1,4.8,2.5,Moderate
47,53.4,8.8,Late,9.5,4.9,3.5,6.0,5,4,0,0,1,Urban,1,4.1,1.0,Mild
33,74.3,5.9,Late,8.3,1.6,0.7,4.5,3,0,0,1,1,Rural,1,2.5,1.2,High
17,57.7,4.8,Normal,8.0,3.8,1.5,3.6,6,0,1,0,0,Urban,1,3.0,2.5,Moderate
24,54.8,6.3,Late,9.3,3.5,0.8,8.3,5,1,0,0,0,Urban,1,0.4,1.4,Mild
54,46.0,6.8,Normal,9.2,2.7,3.0,6.9,4,3,1,0,0,Urban,1,0.3,2.2,Mild
56,90.4,7.3,Late,6.4,0.4,0.0,7.1,5,0,0,1,1,Urban,1,3.0,1.6,High
15,102.8,7.8,Late,8.5,3.6,0.0,6.0,4,3,0,0,0,Urban,1,1.7,0.2,Moderate
43,71.3,9.9,Normal,8.0,3.9,0.5,6.4,2,3,0,1,0,Urban,1,2.8,0.8,Moderate
48,92.3,6.8,Normal,9.3,2.5,0.8,6.7,7,2,0,0,0,Rural,1,2.8,0.5,Minimal
27,61.5,9.7,Late,10.2,2.4,0.0,8.0,4,1,0,0,1,Urban,1,2.4,0.3,Moderate
15,70.0,8.5,Normal,7.5,6.8,1.0,6.1,5,2,0,1,0,Urban,1,2.4,0.7,Mild
48,79.8,6.9,Normal,9.3,2.3,0.6,1.9,4,2,0,0,0,Urban,1,0.0,2.6,Mild
43,58.7,7.5,Late,8.4,5.1,0.8,5.5,2,4,0,0,0,Urban,0,0.0,0.0,Moderate
27,67.6,7.6,Normal,5.5,2.5,2.2,3.7,6,1,0,1,0,Rural,1,1.5,2.2,Minimal
43,65.8,8.5,Normal,6.5,3.2,1.4,4.6,8,2,0,1,0,Urban,0,0.0,0.0,Minimal
53,76.6,8.8,Early,6.5,2.6,0.0,4.9,2,1,0,1,0,Urban,1,0.0,0.8,Mild
38,70.9,4.9,Normal,10.2,2.9,0.2,4.3,7,2,0,0,0,Rural,1,0.4,1.2,Mild
40,59.1,8.5,Normal,5.6,0.8,0.2,0.2,6,2,0,0,1,Urban,1,0.2,1.3,Mild
31,65.5,7.6,Early,4.9,4.6,3.4,5.2,8,0,0,1,0,Urban,1,4.9,0.0,Minimal
21,86.7,7.6,Normal,9.8,2.0,1.2,3.1,4,3,0,1,0,Urban,1,2.9,2.8,Moderate
27,78.2,6.8,Normal,8.4,0.5,0.0,9.6,2,1,0,1,0,Urban,1,3.1,0.2,Moderate
19,76.9,8.1,Late,7.4,5.0,1.3,5.0,4,1,0,0,0,Urban,1,2.9,0.3,Mild
40,103.8,8.3,Early,4.3,6.3,1.3,5.8,5,0,0,0,0,Urban,1,3.9,2.8,Minimal
17,53.0,7.2,Normal,4.3,3.0,1.5,7.6,4,3,1,0,0,Rural,1,3.2,0.8,Mild
21,80.6,8.5,Early,3.1,3.6,0.0,4.2,4,2,0,0,1,Urban,1,0.0,0.1,Mild
53,70.8,6.1,Normal,6.3,4.9,2.4,7.7,6,0,0,1,0,Rural,0,0.0,0.0,Minimal
15,75.2,7.0,Normal,12.6,1.3,2.2,6.2,4,1,0,1,0,Urban,1,2.8,1.7,Mild
31,72.7,7.5,Late,8.5,3.5,0.2,5.2,8,0,1,0,0,Urban,1,0.0,0.1,Moderate
57,59.5,6.5,Early,8.8,5.7,1.1,8.5,4,2,0,0,0,Urban,1,4.8,1.8,Mild
39,54.5,6.5,Late,7.9,3.2,1.7,5.6,6,0,0,0,0,Urban,0,0.0,0.0,Minimal
17,70.0,5.6,Late,5.3,2.4,1.0,7.2,4,3,1,0,0,Urban,1,3.2,0.4,Moderate
29,58.3,7.6,Normal,7.0,3.2,0.1,9.2,2,2,1,1,0,Urban,1,1.5,2.5,High
43,64.5,9.9,Normal,10.2,1.4,2.0,5.6,5,6,1,0,0,Urban,1,1.9,0.1,Mild
57,82.0,7.9,Early,8.8,6.2,0.0,6.6,6,3,0,0,0,Rural,1,0.4,0.0,Minimal
46,51.6,6.7,Normal,3.2,5.0,0.9,5.6,4,0,0,1,0,Urban,1,2.5,0.1,Mild
40,67.1,9.0,Normal,11.5,4.2,1.9,4.4,1,2,0,0,0,Rural,1,3.3,0.0,Mild
30,85.8,6.9,Early,7.8,3.3,1.0,9.3,3,3,0,0,0,Urban,1,0.5,0.7,Minimal
39,62.4,8.1,Normal,6.5,2.7,2.3,7.2,5,1,0,0,0,Urban,1,1.5,0.3,Minimal
42,92.0,7.8,Normal,7.4,1.8,1.0,7.1,4,3,0,0,0,Rural,1,1.6,0.0,Minimal
23,46.7,4.8,Normal,7.1,1.2,1.6,4.8,5,0,0,0,1,Urban,1,2.2,0.0,Mild
15,97.3,7.2,Normal,6.6,5.3,0.6,7.2,5,4,0,1,0,Urban,1,0.5,0.1,Moderate
43,70.3,10.2,Late,9.1,4.8,2.8,6.1,6,3,0,1,0,Rural,1,1.0,2.9,Minimal
36,50.1,6.2,Normal,6.3,1.1,2.5,5.4,5,2,0,0,1,Rural,1,2.2,0.0,Minimal
30,82.5,9.4,Normal,6.3,2.6,0.4,6.0,3,2,1,0,1,Urban,1,0.0,1.2,Moderate
55,76.5,8.5,Normal,8.3,2.5,0.2,4.7,5,0,1,0,0,Urban,1,1.4,1.3,Mild
58,90.7,6.3,Late,8.7,4.3,1.7,7.2,4,1,1,0,0,Urban,1,0.0,0.3,Moderate
55,47.0,7.2,Normal,9.4,5.1,1.0,4.1,1,3,0,0,0,Urban,0,0.0,0.0,Moderate
21,53.6,5.6,Early,9.3,1.3,1.0,2.6,2,1,0,0,1,Rural,0,0.0,0.0,Mild
28,81.6,8.4,Normal,8.3,1.6,0.9,6.5,4,1,0,1,0,Urban,0,0.0,0.0,Minimal
43,108.2,5.6,Normal,4.4,2.0,1.0,5.4,6,0,0,1,0,Urban,1,2.1,0.8,Mild
33,78.6,7.8,Early,10.5,2.6,1.8,2.7,5,3,0,0,0,Rural,0,0.0,0.0,Minimal
33,81.0,9.9,Normal,10.0,0.0,0.0,6.5,7,3,0,0,0,Rural,1,3.1,1.1,Minimal
16,58.6,6.2,Early,8.5,0.0,1.7,9.7,4,4,1,0,0,Urban,1,1.3,1.2,Mild
55,67.3,7.7,Late,7.6,3.2,0.7,5.4,5,2,0,0,1,Rural,1,0.2,0.6,Mild
59,60.7,4.9,Normal,6.8,3.5,1.4,4.0,4,3,0,0,0,Rural,1,3.8,1.9,Mild
29,77.5,7.2,Normal,9.6,2.9,1.0,7.6,1,4,0,0,0,Urban,1,0.1,1.8,Mild
17,83.9,5.6,Late,4.4,5.3,0.3,5.1,5,0,0,0,0,Rural,1,3.0,1.9,Mild
25,72.8,7.5,Normal,8.8,0.0,0.8,5.9,1,4,0,0,0,Rural,1,1.5,0.0,Minimal
44,81.9,6.3,Normal,9.1,6.4,1.8,4.7,5,0,0,0,1,Urban,1,0.0,0.0,Mild
54,69.6,5.7,Early,3.6,2.8,1.4,5.8,6,2,0,0,0,Rural,1,3.3,2.3,Minimal
32,89.9,6.9,Late,11.8,3.0,1.3,6.1,5,1,1,1,0,Urban,1,2.9,1.1,Critical
16,57.1,3.2,Early,12.7,3.7,0.9,5.4,6,3,0,1,0,Urban,1,0.3,2.9,High
46,91.2,5.6,Early,12.3,1.0,1.2,8.0,8,4,0,0,0,Urban,1,2.8,1.2,Mild
22,59.3,10.7,Normal,9.4,2.1,1.7,6.2,4,5,0,0,1,Rural,1,1.4,0.0,Minimal
36,70.2,6.8,Normal,11.7,5.9,1.1,7.5,4,3,0,0,1,Urban,1,4.9,0.2,High
20,52.1,6.4,Normal,7.5,3.9,0.0,7.5,6,1,0,0,0,Rural,1,1.7,0.7,Minimal
26,77.6,7.7,Late,12.6,2.8,0.6,5.0,4,1,0,1,0,Urban,1,2.2,0.0,High
54,72.0,8.7,Early,8.3,0.2,0.5,5.4,5,2,0,0,0,Urban,1,1.9,2.5,Minimal
50,81.1,9.6,Normal,3.9,0.4,1.1,6.3,2,0,0,0,1,Rural,1,2.1,1.2,Minimal
29,44.0,7.1,Early,6.5,2.1,0.5,9.4,2,3,0,0,0,Rural,1,2.3,1.7,Minimal
42,72.0,6.9,Late,8.8,3.2,2.2,6.9,6,1,0,1,0,Urban,1,2.7,2.4,Mild
59,76.1,7.8,Late,8.4,5.1,0.0,5.4,3,5,1,1,0,Rural,1,3.5,3.0,Critical
32,55.2,7.3,Normal,5.7,4.8,0.0,5.9,5,2,0,1,0,Urban,1,2.5,1.1,Moderate
16,78.0,6.9,Early,10.6,5.3,3.8,6.8,6,2,0,0,0,Rural,1,1.7,1.3,Minimal
27,40.0,8.1,Late,10.2,2.5,0.8,7.8,5,0,0,0,0,Rural,1,1.0,1.5,Minimal
59,68.1,8.1,Late,6.7,0.6,0.6,7.8,6,0,0,0,0,Urban,1,0.1,0.5,Minimal
29,91.2,7.3,Early,4.2,1.6,0.5,3.1,2,0,0,0,0,Rural,1,0.8,2.7,Minimal
34,68.0,10.8,Normal,9.4,3.2,1.4,10.8,5,2,0,0,0,Urban,1,0.0,1.6,Minimal
43,59.2,10.0,Late,7.0,3.8,1.8,3.9,7,3,0,0,0,Rural,1,6.9,0.5,Minimal
56,69.0,8.0,Normal,6.9,1.0,2.1,6.9,4,1,0,0,0,Rural,0,0.0,0.0,Minimal
43,71.5,8.9,Late,5.8,2.2,1.7,4.9,7,2,0,0,0,Rural,1,2.4,0.2,Minimal
17,83.4,6.2,Normal,10.7,1.2,0.5,6.7,7,3,0,0,0,Urban,1,4.7,1.5,Mild
33,71.9,7.2,Early,4.9,7.1,0.0,5.3,3,1,1,1,0,Rural,0,0.0,0.0,Moderate
17,81.4,8.3,Normal,6.5,4.6,1.6,6.2,2,2,0,0,0,Urban,1,3.2,1.2,Minimal
28,71.4,9.3,Normal,7.1,2.5,1.2,6.6,6,0,0,0,0,Urban,1,2.1,1.5,Minimal
54,58.8,5.6,Late,7.1,2.2,0.0,7.1,5,6,0,0,0,Rural,0,0.0,0.0,Mild
18,49.0,6.2,Normal,3.7,6.2,0.0,10.7,1,3,1,0,0,Rural,1,4.2,1.4,Moderate
25,75.6,7.3,Normal,7.0,1.2,0.9,4.7,3,1,0,0,0,Urban,1,2.3,0.8,Minimal
45,40.0,9.5,Late,8.9,2.8,2.5,7.4,6,3,0,0,0,Urban,0,0.0,0.0,Minimal
